Id;Type;Date;FirstName;LastName;City
950;Receipt;2022-04-20;Candi;Giule;Santa Cruz de Tenerife
951;Order;2022-10-02;Bobinette;Donell;Yangon
952;Order;2022-10-09;Goldie;Podvin;Lima
953;Invoice;2022-01-31;Lucy;Rosette;Mecca
954;Invoice;2022-07-06;Merci;Freddi;Tampa
955;Invoice;2022-07-04;Fidelia;Neva;Yogyakarta (city)
956;Order;2022-03-16;Bibby;Ludewig;Melbourne
957;Order;2022-04-02;Flory;Byrne;Pekanbaru
958;Order;2022-08-28;Dode;Carbo;Providence
959;Order;2022-05-19;Kaia;Harriman;Pago Pago
960;Receipt;2022-04-04;Lucy;Lane;Sofia
961;Invoice;2022-11-03;Alex;Colleen;Seoul
962;Order;2022-03-27;Yvonne;Arvo;Antananarivo
963;Invoice;2022-03-25;Feliza;Monaco;Cali
964;Order;2022-11-15;Cam;Hathaway;Vatican City
965;Receipt;2022-04-05;Adriana;Kolnick;Tampere
966;Invoice;2022-09-03;Isa;Holbrook;Tashkent
967;Order;2022-12-19;Moyna;Secrest;Livingstone
968;Invoice;2022-08-01;Celisse;Shama;Cincinnati
969;Order;2022-10-11;Ruthe;Ackerley;Nuuk
970;Invoice;2022-11-03;Harrietta;Crudden;Adana
971;Invoice;2022-01-16;Dulce;Sisile;Srinagar
972;Order;2022-04-10;Blake;Luhe;Tallinn
973;Invoice;2022-11-15;Rivalee;Callista;Basra
974;Order;2022-03-28;Marcy;Glovsky;Belgrade
975;Invoice;2022-01-29;Gisela;Schalles;Pune
976;Receipt;2022-12-26;Binny;Dahlia;Bloemfontein
977;Invoice;2022-08-21;Loree;Pernick;Bahía Blanca
978;Receipt;2022-03-12;Carmela;Darian;Ho Chi Minh City
979;Receipt;2022-03-13;Margalo;Himelman;Whitehorse
980;Invoice;2022-02-16;Valli;Gerge;Caracas
981;Invoice;2022-12-18;Millie;Zola;Panama City
982;Receipt;2022-02-08;Sissy;Barrus;Norilsk
983;Invoice;2022-07-17;Belinda;Selway;Xining
984;Receipt;2022-06-02;Trixi;Khorma;Petropavlovsk-Kamchatsky
985;Receipt;2022-04-15;Arlina;Nore;Chuí
986;Receipt;2022-12-24;Valeda;Bord;Skopje
987;Order;2022-10-22;Orsola;Lesley;Luxor
988;Order;2022-04-27;Cacilie;Arvo;Calgary
989;Receipt;2022-05-16;Rivalee;Justinn;Leeds
990;Receipt;2022-02-28;Brena;Irmine;Cuiabá
991;Receipt;2022-10-26;Genovera;Monaco;South Tarawa
992;Receipt;2022-09-24;Dede;Tufts;San José
993;Receipt;2022-10-29;Dennie;Shanley;Algiers
994;Invoice;2022-11-30;Tonia;Karylin;Nizhny Novgorod
995;Invoice;2022-12-20;Zondra;Halla;Winnipeg
996;Invoice;2022-11-28;Carree;Carri;Luanda
997;Order;2022-05-10;Marleah;Truc;Iloilo City
998;Order;2022-10-02;Roz;Hachmin;Hanga Roa
999;Order;2022-09-06;Letizia;Khorma;Valletta
1000;Order;2022-02-02;Sonni;Tice;Murmansk
